user_id,frequency_14d,is_retained_3m,category_regularity_14d,temporal_regularity_14d
5678,1,0,1.0,0.5
5907,3,0,0.6666666666666666,0.5
5922,1,0,1.0,0.5
5923,2,0,0.5,0.5
5981,1,0,1.0,0.5
6090,4,1,0.25,0.5
6115,1,0,1.0,0.5
6241,1,0,1.0,0.5
6277,2,1,0.5,0.5
6390,2,1,0.5,0.0
6416,1,0,1.0,0.5
6606,1,0,1.0,0.5
6622,1,0,1.0,0.5
6782,1,0,1.0,0.5
6837,1,0,1.0,0.5
6939,2,1,1.0,0.5
7003,7,0,0.42857142857142855,0.2142857142857143
7089,1,0,1.0,0.5
7171,1,0,1.0,0.5
7484,2,0,0.5,0.5
7582,13,0,0.23076923076923078,0.34615384615384615
7693,1,0,1.0,0.5
7702,1,0,1.0,0.5
7760,1,0,1.0,0.5
7761,2,1,0.5,0.5
7949,1,1,1.0,0.5
7956,1,0,1.0,0.5
8152,5,1,0.6,0.09999999999999998
8188,1,0,1.0,0.5
8231,1,1,1.0,0.5
8306,1,0,1.0,0.5
8356,1,1,1.0,0.5
8420,1,0,1.0,0.5
8574,1,0,1.0,0.5
8582,1,0,1.0,0.5
8701,1,0,1.0,0.5
8751,3,1,0.6666666666666666,0.5
8818,1,0,1.0,0.5
8839,5,1,0.4,0.5
8974,1,0,1.0,0.5
8989,8,1,0.125,0.5
9048,2,1,0.5,0.5
9075,1,0,1.0,0.5
9156,4,1,0.75,0.25
9205,1,0,1.0,0.5
9536,3,1,0.6666666666666666,0.16666666666666663
9628,3,1,0.3333333333333333,0.5
9749,1,1,1.0,0.5
9755,14,1,0.21428571428571427,0.0714285714285714
9890,2,1,0.5,0.5
9945,1,0,1.0,0.5
9980,1,0,1.0,0.5
10037,1,1,1.0,0.5
10054,1,0,1.0,0.5
10061,1,1,1.0,0.5
10080,1,1,1.0,0.5
10189,2,0,1.0,0.0
10248,3,1,0.3333333333333333,0.5
10271,3,1,0.3333333333333333,0.5
10387,1,1,1.0,0.5
10422,2,1,0.5,0.0
10472,3,0,0.6666666666666666,0.16666666666666663
10496,1,0,1.0,0.5
10524,1,1,1.0,0.5
10625,1,1,1.0,0.5
10793,1,0,1.0,0.5
10869,2,1,1.0,0.5
10878,1,0,1.0,0.5
10889,2,0,0.5,0.5
11055,1,1,1.0,0.5
11096,1,0,1.0,0.5
11099,1,0,1.0,0.5
11198,1,0,1.0,0.5
11245,1,0,1.0,0.5
11249,1,0,1.0,0.5
11381,1,1,1.0,0.5
11414,3,1,0.3333333333333333,0.5
11426,4,0,0.75,0.25
11460,1,0,1.0,0.5
11756,2,0,0.5,0.5
12093,3,1,0.3333333333333333,0.16666666666666669
12128,1,1,1.0,0.5
12129,1,1,1.0,0.5
12165,7,1,0.14285714285714285,0.5
12353,2,1,1.0,0.5
12431,2,1,0.5,0.5
12470,2,0,1.0,0.0
12502,2,1,1.0,0.5
12527,2,1,0.5,0.5
12573,2,0,0.5,0.5
12763,1,0,1.0,0.5
12795,1,0,1.0,0.5
12840,1,0,1.0,0.5
12872,1,0,1.0,0.5
12954,1,1,1.0,0.5
12971,1,0,1.0,0.5
13102,1,1,1.0,0.5
13356,1,1,1.0,0.5
13500,1,0,1.0,0.5
13519,1,0,1.0,0.5
13540,1,0,1.0,0.5
13550,3,1,1.0,0.16666666666666669
13551,2,1,0.5,0.5
13629,1,0,1.0,0.5
13682,1,1,1.0,0.5
13834,1,1,1.0,0.5
13859,3,1,0.3333333333333333,0.5
13900,4,1,0.5,0.5
13912,10,1,0.4,0.4
13957,11,1,0.09090909090909091,0.13636363636363635
14003,7,1,0.14285714285714285,0.2142857142857143
14012,1,0,1.0,0.5
14054,1,1,1.0,0.5
14063,1,0,1.0,0.5
14071,2,0,0.5,0.5
14092,4,1,0.25,0.5
14099,1,1,1.0,0.5
14110,3,0,0.3333333333333333,0.5
14200,6,1,0.3333333333333333,0.5
14361,1,0,1.0,0.5
14408,2,1,0.5,0.0
14411,1,0,1.0,0.5
14464,2,1,1.0,0.5
14478,2,1,0.5,0.5
14530,3,1,0.6666666666666666,0.16666666666666663
14653,3,1,0.3333333333333333,0.5
14751,1,1,1.0,0.5
14770,1,1,1.0,0.5
14818,1,1,1.0,0.5
14855,1,1,1.0,0.5
14862,1,0,1.0,0.5
14866,3,0,0.6666666666666666,0.5
14992,1,0,1.0,0.5
15007,3,1,0.3333333333333333,0.5
15097,1,0,1.0,0.5
15176,3,0,0.3333333333333333,0.5
15183,1,1,1.0,0.5
15206,11,1,0.09090909090909091,0.13636363636363635
15328,4,0,0.75,0.25
15338,3,1,0.6666666666666666,0.5
15444,2,0,1.0,0.0
15543,2,0,1.0,0.5
15548,6,0,0.6666666666666666,0.33333333333333337
15607,1,1,1.0,0.5
15631,3,1,0.3333333333333333,0.5
15772,2,1,0.5,0.5
15850,15,1,0.2,0.16666666666666663
16001,5,0,0.2,0.09999999999999998
16057,1,0,1.0,0.5
16161,1,0,1.0,0.5
16186,1,1,1.0,0.5
16314,2,1,0.5,0.5
16322,1,0,1.0,0.5
16356,1,0,1.0,0.5
16455,4,1,0.25,0.25
16531,1,0,1.0,0.5
16612,1,0,1.0,0.5
16664,11,0,0.2727272727272727,0.13636363636363635
16805,1,1,1.0,0.5
16997,1,0,1.0,0.5
17057,2,0,0.5,0.5
17085,1,0,1.0,0.5
17119,3,0,0.3333333333333333,0.5
17382,1,0,1.0,0.5
17396,1,0,1.0,0.5
17440,1,0,1.0,0.5
17572,1,0,1.0,0.5
17703,3,1,0.3333333333333333,0.5
17705,3,0,1.0,0.16666666666666663
17779,2,0,1.0,0.5
18150,2,1,0.5,0.5
18180,5,1,0.6,0.30000000000000004
18197,1,0,1.0,0.5
18292,3,0,0.6666666666666666,0.5
18300,1,1,1.0,0.5
18529,2,1,0.5,0.5
18547,3,1,0.3333333333333333,0.5
18593,3,0,0.3333333333333333,0.5
18688,1,0,1.0,0.5
18765,1,0,1.0,0.5
18896,1,0,1.0,0.5
18948,1,0,1.0,0.5
19285,1,0,1.0,0.5
19483,1,0,1.0,0.5
19642,1,1,1.0,0.5
19801,1,1,1.0,0.5
19815,3,0,1.0,0.16666666666666663
19974,1,1,1.0,0.5
19986,1,0,1.0,0.5
20027,1,1,1.0,0.5
20109,2,1,1.0,0.5
20119,1,1,1.0,0.5
20170,1,0,1.0,0.5
20212,1,0,1.0,0.5
20238,2,0,1.0,0.0
20252,1,0,1.0,0.5
20299,1,1,1.0,0.5
20387,1,1,1.0,0.5
20556,1,0,1.0,0.5
20692,2,1,0.5,0.5
20710,1,1,1.0,0.5
20731,1,1,1.0,0.5
20762,2,0,0.5,0.0
20785,1,0,1.0,0.5
20844,3,0,1.0,0.16666666666666663
20889,1,0,1.0,0.5
21198,9,1,0.3333333333333333,0.05555555555555558
21250,2,1,1.0,0.0
21323,1,0,1.0,0.5
21417,1,0,1.0,0.5
21451,2,1,0.5,0.5
21591,5,1,0.2,0.5
21597,1,0,1.0,0.5
21885,1,1,1.0,0.5
21904,1,1,1.0,0.5
21924,11,1,0.09090909090909091,0.13636363636363635
21943,4,1,0.5,0.5
22102,2,1,0.5,0.5
22106,1,0,1.0,0.5
22114,1,1,1.0,0.5
22144,1,0,1.0,0.5
22203,5,1,0.6,0.30000000000000004
22317,2,1,0.5,0.5
22343,1,1,1.0,0.5
22563,1,1,1.0,0.5
22565,3,1,0.6666666666666666,0.5
22582,1,0,1.0,0.5
22629,1,1,1.0,0.5
22802,3,0,0.3333333333333333,0.5
22891,1,0,1.0,0.5
23193,1,0,1.0,0.5
23291,4,1,0.5,0.5
23317,1,0,1.0,0.5
23341,1,0,1.0,0.5
23343,1,1,1.0,0.5
23353,3,1,0.3333333333333333,0.5
23557,1,0,1.0,0.5
23619,3,1,0.6666666666666666,0.16666666666666663
23781,1,0,1.0,0.5
24057,1,1,1.0,0.5
24209,1,0,1.0,0.5
24288,1,0,1.0,0.5
24304,2,1,0.5,0.5
24397,2,1,0.5,0.5
24506,1,0,1.0,0.5
24752,1,0,1.0,0.5
24882,3,1,0.3333333333333333,0.16666666666666669
25046,5,1,0.4,0.5
25067,1,0,1.0,0.5
25313,1,0,1.0,0.5
25317,4,0,0.5,0.0
25346,1,0,1.0,0.5
25469,1,0,1.0,0.5
25481,2,0,0.5,0.5
25534,1,1,1.0,0.5
26090,1,0,1.0,0.5
26384,3,0,0.3333333333333333,0.5
26507,1,0,1.0,0.5
26899,8,1,0.25,0.25
26929,2,1,0.5,0.5
27073,3,1,0.3333333333333333,0.5
27208,6,0,0.6666666666666666,0.16666666666666663
27250,1,0,1.0,0.5
27349,5,1,0.4,0.3
27549,2,0,0.5,0.5
27563,1,1,1.0,0.5
27577,4,1,0.75,0.0
27644,4,0,0.25,0.25
27733,5,1,0.4,0.5
27760,1,1,1.0,0.5
28033,2,0,1.0,0.0
28117,3,1,1.0,0.16666666666666669
28158,1,0,1.0,0.5
28305,1,0,1.0,0.5
28394,1,1,1.0,0.5
28541,1,0,1.0,0.5
28546,9,1,0.1111111111111111,0.05555555555555558
28649,1,0,1.0,0.5
28761,3,0,0.6666666666666666,0.16666666666666669
28874,1,0,1.0,0.5
28951,5,1,0.6,0.5
28999,4,1,0.75,0.25
29132,1,1,1.0,0.5
29138,5,1,0.2,0.09999999999999998
29289,1,1,1.0,0.5
29311,3,0,0.3333333333333333,0.5
29313,2,1,0.5,0.5
29388,2,1,1.0,0.0
29455,2,1,1.0,0.0
29501,2,1,0.5,0.0
29536,1,1,1.0,0.5
29544,1,0,1.0,0.5
29693,1,0,1.0,0.5
29863,1,0,1.0,0.5
29943,1,0,1.0,0.5
30100,3,1,0.3333333333333333,0.5
30287,1,0,1.0,0.5
30695,3,0,0.3333333333333333,0.5
30745,1,1,1.0,0.5
31027,1,0,1.0,0.5
31084,1,1,1.0,0.5
31105,10,1,0.5,0.30000000000000004
31265,1,0,1.0,0.5
31268,1,0,1.0,0.5
31524,1,1,1.0,0.5
31707,1,0,1.0,0.5
31754,1,0,1.0,0.5
31816,1,1,1.0,0.5
31878,2,1,1.0,0.5
31933,3,1,0.3333333333333333,0.5
31982,2,1,0.5,0.5
32027,1,1,1.0,0.5
32042,3,0,0.3333333333333333,0.5
32049,1,1,1.0,0.5
32070,1,0,1.0,0.5
32258,3,1,0.3333333333333333,0.16666666666666669
32287,1,1,1.0,0.5
32311,2,1,0.5,0.5
32608,1,1,1.0,0.5
32750,2,0,1.0,0.5
32771,5,1,0.6,0.5
32895,1,0,1.0,0.5
32898,1,1,1.0,0.5
33007,8,1,0.25,0.5
33031,1,0,1.0,0.5
33043,2,1,1.0,0.5
33080,5,0,1.0,0.30000000000000004
33219,2,1,0.5,0.5
33270,1,1,1.0,0.5
33323,1,0,1.0,0.5
33397,1,0,1.0,0.5
33433,5,1,0.4,0.5
33495,7,1,0.42857142857142855,0.3571428571428571
33714,2,0,0.5,0.5
33773,1,1,1.0,0.5
33867,1,1,1.0,0.5
34088,2,0,0.5,0.0
34117,1,1,1.0,0.5
34199,1,0,1.0,0.5
34237,1,1,1.0,0.5
34478,1,0,1.0,0.5
34496,1,0,1.0,0.5
34545,2,1,0.5,0.5
34548,1,1,1.0,0.5
34654,1,1,1.0,0.5
34656,2,1,0.5,0.5
34709,1,1,1.0,0.5
34824,2,0,0.5,0.5
34871,1,0,1.0,0.5
34895,1,0,1.0,0.5
34948,1,1,1.0,0.5
34978,2,0,0.5,0.5
35049,1,1,1.0,0.5
35074,6,1,0.16666666666666666,0.16666666666666669
35152,1,1,1.0,0.5
35241,1,1,1.0,0.5
35266,3,1,0.3333333333333333,0.5
35325,9,1,0.2222222222222222,0.16666666666666663
35353,2,0,1.0,0.5
35355,1,1,1.0,0.5
35503,1,0,1.0,0.5
35557,2,1,1.0,0.0
35627,1,1,1.0,0.5
35635,2,0,0.5,0.5
35726,1,1,1.0,0.5
35928,5,1,0.4,0.09999999999999998
36181,2,1,1.0,0.5
36197,2,1,0.5,0.5
36235,3,1,0.3333333333333333,0.16666666666666663
36444,1,0,1.0,0.5
36451,3,1,0.3333333333333333,0.5
36461,4,1,0.25,0.5
36507,3,1,1.0,0.16666666666666663
36597,5,0,0.2,0.09999999999999998
36673,3,1,0.3333333333333333,0.5
36676,1,1,1.0,0.5
36698,3,1,0.3333333333333333,0.5
36804,4,1,0.25,0.0
36824,3,1,0.3333333333333333,0.16666666666666663
36943,1,0,1.0,0.5
36953,9,1,0.2222222222222222,0.05555555555555558
37069,1,1,1.0,0.5
37139,2,0,0.5,0.5
37152,2,1,0.5,0.0
37191,1,0,1.0,0.5
37381,5,0,1.0,0.30000000000000004
37424,3,1,0.6666666666666666,0.5
37570,1,0,1.0,0.5
37571,3,1,0.3333333333333333,0.5
37755,1,0,1.0,0.5
37794,1,0,1.0,0.5
37863,10,1,0.4,0.30000000000000004
37875,1,1,1.0,0.5
38124,1,1,1.0,0.5
38204,1,0,1.0,0.5
38295,2,0,0.5,0.5
38358,1,0,1.0,0.5
38368,3,1,0.3333333333333333,0.5
38380,3,1,0.3333333333333333,0.5
38591,4,1,0.75,0.25
38671,1,0,1.0,0.5
38687,4,1,0.75,0.5
38822,1,0,1.0,0.5
38912,2,1,1.0,0.5
38930,1,0,1.0,0.5
38937,1,1,1.0,0.5
38955,3,1,1.0,0.16666666666666669
38968,2,1,0.5,0.5
39179,1,0,1.0,0.5
39359,1,1,1.0,0.5
39360,3,0,0.6666666666666666,0.16666666666666663
39517,2,0,0.5,0.5
39530,1,1,1.0,0.5
39549,1,1,1.0,0.5
39654,2,1,1.0,0.0
39674,1,0,1.0,0.5
39929,2,1,0.5,0.5
39969,2,1,0.5,0.0
39973,1,0,1.0,0.5
39979,1,1,1.0,0.5
40071,2,1,0.5,0.5
40100,1,1,1.0,0.5
40239,1,0,1.0,0.5
40247,4,1,0.5,0.0
40273,6,0,0.8333333333333334,0.16666666666666663
40278,1,1,1.0,0.5
40331,1,0,1.0,0.5
40340,2,1,0.5,0.5
40341,2,1,0.5,0.5
40342,1,0,1.0,0.5
40353,1,1,1.0,0.5
40383,1,1,1.0,0.5
40437,3,1,0.3333333333333333,0.5
40463,3,1,0.3333333333333333,0.5
40466,1,0,1.0,0.5
40505,1,0,1.0,0.5
40539,2,1,0.5,0.5
40654,1,0,1.0,0.5
40656,10,1,0.3,0.4
40692,1,0,1.0,0.5
40696,1,0,1.0,0.5
40714,1,0,1.0,0.5
40861,1,0,1.0,0.5
41032,1,0,1.0,0.5
41122,1,0,1.0,0.5
41186,4,1,0.25,0.5
41303,1,1,1.0,0.5
41362,1,0,1.0,0.5
41426,1,0,1.0,0.5
41461,1,0,1.0,0.5
41591,2,0,0.5,0.5
41641,1,1,1.0,0.5
41724,1,0,1.0,0.5
41819,3,0,0.3333333333333333,0.5
41915,1,1,1.0,0.5
41963,2,1,1.0,0.5
41999,2,1,1.0,0.5
42041,4,1,0.75,0.25
42074,1,0,1.0,0.5
42161,1,0,1.0,0.5
42186,1,0,1.0,0.5
42223,1,1,1.0,0.5
42320,1,1,1.0,0.5
42357,1,0,1.0,0.5
42561,6,1,0.3333333333333333,0.16666666666666663
42606,1,1,1.0,0.5
42718,1,1,1.0,0.5
42822,1,1,1.0,0.5
42830,1,1,1.0,0.5
42853,5,1,0.6,0.30000000000000004
43113,1,1,1.0,0.5
43303,2,1,1.0,0.5
43390,2,0,1.0,0.5
43403,6,1,0.3333333333333333,0.5
43405,1,1,1.0,0.5
43584,3,1,0.6666666666666666,0.5
43596,1,0,1.0,0.5
43632,1,1,1.0,0.5
43817,2,0,1.0,0.5
43843,1,0,1.0,0.5
43883,3,0,0.3333333333333333,0.5
43965,5,1,0.4,0.5
44000,1,1,1.0,0.5
44025,1,1,1.0,0.5
44046,1,0,1.0,0.5
44124,3,1,0.3333333333333333,0.5
44218,1,0,1.0,0.5
44227,1,1,1.0,0.5
44272,1,1,1.0,0.5
44283,4,1,0.5,0.0
44328,3,1,0.3333333333333333,0.5
44357,3,1,0.3333333333333333,0.16666666666666663
44411,1,0,1.0,0.5
44416,1,0,1.0,0.5
44467,1,0,1.0,0.5
44491,7,1,0.42857142857142855,0.2142857142857143
44563,1,1,1.0,0.5
44574,1,1,1.0,0.5
44615,1,0,1.0,0.5
44625,1,0,1.0,0.5
44635,1,0,1.0,0.5
44637,1,0,1.0,0.5
44692,1,0,1.0,0.5
44745,1,0,1.0,0.5
44830,2,0,1.0,0.0
44958,1,1,1.0,0.5
45320,2,0,1.0,0.5
45393,1,0,1.0,0.5
45491,2,1,0.5,0.5
45514,11,1,0.2727272727272727,0.2272727272727273
45623,1,0,1.0,0.5
45639,1,1,1.0,0.5
45662,1,0,1.0,0.5
45694,1,0,1.0,0.5
45763,2,1,0.5,0.5
45886,1,0,1.0,0.5
45991,2,1,0.5,0.5
46012,13,1,0.23076923076923078,0.34615384615384615
46113,2,1,0.5,0.5
46195,1,0,1.0,0.5
46270,5,1,0.2,0.5
46299,2,1,0.5,0.5
46400,1,1,1.0,0.5
46561,3,1,0.6666666666666666,0.16666666666666663
46584,1,0,1.0,0.5
46598,3,1,0.3333333333333333,0.16666666666666663
46743,2,1,1.0,0.0
46980,1,0,1.0,0.5
46995,1,0,1.0,0.5
47153,3,0,1.0,0.16666666666666669
47339,4,1,0.25,0.5
47340,4,0,0.25,0.25
47414,1,1,1.0,0.5
47547,1,1,1.0,0.5
47582,4,1,0.5,0.25
47708,2,1,0.5,0.5
47814,1,1,1.0,0.5
47815,2,1,0.5,0.5
47828,2,0,0.5,0.0
47882,1,0,1.0,0.5
47914,1,0,1.0,0.5
47925,1,1,1.0,0.5
48031,1,0,1.0,0.5
48035,3,1,0.3333333333333333,0.5
48153,3,1,0.6666666666666666,0.16666666666666669
48224,13,1,0.23076923076923078,0.2692307692307693
48253,1,0,1.0,0.5
48293,5,1,0.4,0.09999999999999998
48333,1,1,1.0,0.5
48379,1,0,1.0,0.5
48402,3,1,0.3333333333333333,0.5
48485,2,1,1.0,0.5
48555,3,0,1.0,0.16666666666666669
48568,4,0,0.75,0.5
48676,2,1,0.5,0.5
48717,1,0,1.0,0.5
48761,5,1,0.4,0.5
48854,1,0,1.0,0.5
49186,5,1,0.2,0.5
49294,2,1,0.5,0.5
49346,2,1,0.5,0.5
49359,4,1,0.5,0.25
49385,1,0,1.0,0.5
49485,1,1,1.0,0.5
49527,3,0,0.3333333333333333,0.5
49618,15,1,0.26666666666666666,0.30000000000000004
49623,2,0,1.0,0.5
49881,2,1,0.5,0.5
49910,1,0,1.0,0.5
50016,1,1,1.0,0.5
50060,1,1,1.0,0.5
50157,2,1,1.0,0.0
50262,1,1,1.0,0.5
50327,3,1,0.3333333333333333,0.5
50346,1,0,1.0,0.5
50374,1,0,1.0,0.5
50586,4,1,0.25,0.25
50680,1,0,1.0,0.5
50808,1,1,1.0,0.5
50820,1,1,1.0,0.5
50983,1,1,1.0,0.5
50986,2,1,1.0,0.5
51095,1,0,1.0,0.5
51113,1,0,1.0,0.5
51175,1,0,1.0,0.5
51231,1,0,1.0,0.5
51299,1,1,1.0,0.5
51397,2,1,0.5,0.5
51535,1,0,1.0,0.5
51570,1,1,1.0,0.5
51703,1,1,1.0,0.5
51725,1,1,1.0,0.5
51755,1,1,1.0,0.5
51793,1,0,1.0,0.5
51865,1,1,1.0,0.5
51884,1,1,1.0,0.5
52323,2,1,0.5,0.5
52324,2,1,0.5,0.5
52379,1,1,1.0,0.5
52574,1,0,1.0,0.5
52588,2,0,1.0,0.0
52604,1,1,1.0,0.5
52615,3,1,0.3333333333333333,0.5
52634,4,1,0.5,0.25
52647,1,0,1.0,0.5
52844,1,0,1.0,0.5
53081,1,0,1.0,0.5
53143,1,0,1.0,0.5
53186,1,0,1.0,0.5
53197,1,0,1.0,0.5
53221,2,1,1.0,0.0
53293,1,1,1.0,0.5
53307,2,0,1.0,0.5
53312,3,1,0.3333333333333333,0.5
53316,1,0,1.0,0.5
53387,1,1,1.0,0.5
53444,2,0,1.0,0.5
53549,1,0,1.0,0.5
53687,2,0,1.0,0.5
53734,2,1,0.5,0.5
53788,3,1,0.6666666666666666,0.16666666666666669
53807,2,0,0.5,0.5
53879,6,0,0.5,0.5
53905,1,1,1.0,0.5
53947,2,0,0.5,0.5
53972,1,1,1.0,0.5
54008,2,1,0.5,0.5
54019,2,1,1.0,0.0
54054,3,0,0.6666666666666666,0.5
54061,4,1,0.5,0.25
54174,1,1,1.0,0.5
54196,2,0,0.5,0.5
54359,2,1,0.5,0.5
54445,4,1,0.75,0.25
54685,1,0,1.0,0.5
54714,2,0,1.0,0.5
54757,1,0,1.0,0.5
54787,2,1,0.5,0.5
54788,2,0,0.5,0.5
54873,1,0,1.0,0.5
54920,2,0,1.0,0.5
54962,7,1,0.2857142857142857,0.5
55025,1,1,1.0,0.5
55240,1,0,1.0,0.5
55401,9,0,0.4444444444444444,0.2777777777777778
55609,7,1,0.42857142857142855,0.2142857142857143
55893,1,0,1.0,0.5
56129,2,1,1.0,0.5
56244,2,1,1.0,0.5
56273,4,1,0.5,0.25
56327,1,0,1.0,0.5
56352,1,1,1.0,0.5
