user_id,first_leader_id,first_event_date,is_retained_90d,days_active
54727,53312,2024-10-13 08:00:00,0,0
54757,534,2023-09-01 19:00:00,1,280
54788,35,2024-07-30 06:00:00,1,196
54873,35,2024-06-18 06:00:00,1,197
55422,82987,2024-10-16 12:15:00,0,0
55564,1359,2023-07-06 19:15:00,1,96
55609,27349,2024-08-24 07:00:00,1,196
55804,53312,2023-07-16 08:30:00,0,0
55893,1411,2024-01-29 19:00:00,0,0
56080,28033,2023-04-04 19:00:00,0,84
56126,28033,2023-04-15 10:00:00,0,42
56129,7761,2023-02-27 19:00:00,1,658
56142,40656,2023-07-29 08:30:00,0,0
56245,308,2023-04-13 19:30:00,1,117
56327,226,2023-05-11 07:55:00,1,399
56402,36134,2023-04-02 19:00:00,0,0
56550,7761,2023-08-28 19:00:00,1,179
56888,255,2023-11-03 06:00:00,1,413
56935,44000,2024-01-10 19:30:00,0,0
57098,35,2023-09-10 08:00:00,0,0
57631,46012,2024-11-14 19:30:00,0,0
57654,226,2023-12-07 07:55:00,0,0
57693,35,2023-08-22 06:00:00,1,567
57726,534,2023-09-01 19:00:00,0,70
57842,239,2024-10-13 07:00:00,0,0
57850,36134,2023-04-30 19:00:00,0,0
57967,7761,2023-05-22 19:00:00,1,277
57988,79486,2024-10-15 06:00:00,0,0
58105,40656,2024-06-07 06:00:00,1,107
58194,1411,2023-09-18 19:00:00,0,0
58529,225,2024-02-03 07:30:00,0,0
58585,7761,2023-04-24 19:00:00,0,0
58731,856,2024-11-23 07:30:00,0,0
58944,52323,2023-10-28 06:30:00,1,459
59067,286,2023-02-18 06:00:00,1,731
59179,1359,2023-01-24 09:00:00,1,524
59443,11748,2023-04-08 07:00:00,0,0
59624,40656,2024-06-15 18:00:00,1,102
59879,2733,2024-06-18 06:00:00,1,265
60094,7761,2023-05-22 19:00:00,1,277
60171,3,2025-03-08 10:00:00,0,0
60313,28033,2023-04-09 11:00:00,0,0
60438,35,2023-09-10 08:00:00,0,9
60667,996,2024-06-29 07:30:00,0,0
60855,534,2023-07-20 19:20:00,0,7
61068,35,2023-04-09 01:01:00,0,0
61418,79486,2024-10-15 06:00:00,0,0
61646,66,2023-08-18 06:00:00,1,349
62014,58790,2024-07-07 17:00:00,0,0
62126,37571,2023-09-25 19:00:00,1,201
62187,9755,2024-05-16 06:00:00,0,6
62401,65096,2023-11-18 06:30:00,0,0
62431,71526,2023-08-15 19:30:00,0,63
62758,42853,2024-08-27 18:30:00,0,0
62938,48293,2023-11-15 19:30:00,1,345
63250,42853,2024-06-15 08:00:00,0,44
63481,37571,2023-03-20 19:00:00,1,721
63497,36134,2023-04-30 19:00:00,0,0
63551,1411,2024-07-12 05:30:00,1,238
63860,42853,2024-06-25 19:00:00,1,189
64144,561,2023-12-02 08:00:00,0,0
64209,308,2023-08-17 19:30:00,1,91
64228,21198,2023-11-26 07:30:00,1,231
64589,595,2023-05-11 19:00:00,0,0
64701,36134,2023-05-05 06:00:00,0,0
64830,42561,2024-10-23 19:30:00,0,0
65156,89235,2024-02-15 06:30:00,1,361
65478,1749,2024-06-13 06:00:00,0,0
65509,52323,2023-02-22 06:00:00,1,721
65841,1411,2023-11-20 19:00:00,0,0
66451,45392,2023-04-12 21:00:00,0,1
66452,92832,2023-08-17 06:00:00,0,0
66487,48293,2024-05-01 19:30:00,1,283
66545,45514,2024-05-11 07:30:00,0,0
66575,1615,2023-08-01 19:30:00,0,0
66746,40656,2024-05-10 06:00:00,0,64
66791,42853,2024-06-22 11:00:00,0,0
66826,48293,2023-07-26 19:30:00,0,0
66837,64483,2024-01-04 19:30:00,0,0
66942,42853,2024-12-07 08:30:00,0,0
66943,57292,2024-12-15 07:00:00,0,0
67019,42561,2024-05-22 19:30:00,1,266
67173,45514,2023-06-07 18:50:00,0,0
67271,1305,2024-07-13 07:00:00,1,229
67741,66,2023-07-09 06:00:00,0,0
67743,10238,2023-12-02 14:00:00,0,0
67944,40656,2024-10-11 07:00:00,0,19
67971,7844,2023-01-08 08:00:00,0,42
68219,65096,2023-04-11 06:00:00,0,29
68447,534,2023-07-21 19:00:00,0,70
68578,225,2024-02-03 07:30:00,0,70
68785,36134,2023-05-14 19:00:00,0,90
69089,29536,2023-04-09 17:05:00,0,0
69104,41186,2025-02-24 06:00:00,0,0
69468,48402,2023-08-30 12:15:00,1,489
69521,29536,2025-01-16 19:00:00,0,27
69656,39741,2023-04-18 19:30:00,0,0
69797,35,2023-06-06 06:00:00,0,0
69942,8751,2024-03-29 19:00:00,0,0
70214,1411,2024-05-24 19:30:00,0,0
70377,35,2024-05-14 06:00:00,0,0
70499,2160,2023-06-03 07:30:00,0,45
70650,66,2023-12-31 06:30:00,0,0
70916,35,2023-09-10 08:00:00,0,0
70930,308,2023-06-29 19:30:00,1,615
71010,35,2023-05-23 06:00:00,1,637
71039,71526,2023-09-05 19:30:00,0,0
71049,225,2024-02-24 07:30:00,0,0
71111,308,2023-08-03 19:30:00,1,278
71541,66,2023-05-21 07:00:00,0,73
71598,9755,2023-09-25 06:00:00,0,0
71621,7761,2024-10-02 19:00:00,1,156
71634,48402,2024-06-19 12:15:00,0,0
71818,88018,2023-08-24 19:15:00,0,0
71901,308,2023-04-20 19:30:00,1,687
72121,8751,2025-01-12 06:20:00,0,0
72127,67223,2024-09-22 06:00:00,1,154
72221,36451,2023-06-22 19:30:00,1,162
72230,225,2023-04-09 08:00:00,0,0
72516,38968,2023-07-01 06:30:00,0,0
72574,36134,2023-04-16 19:00:00,1,479
72578,46012,2023-09-15 19:30:00,0,0
72790,239,2024-04-14 07:00:00,0,0
72910,48153,2024-04-20 09:00:00,1,301
73149,316,2023-12-18 06:00:00,0,1
73157,66,2023-10-29 06:00:00,0,0
73175,1468,2023-05-09 08:00:00,1,669
73270,53312,2024-08-04 07:00:00,0,35
73330,1411,2024-07-14 09:00:00,0,0
73374,225,2024-08-22 19:30:00,0,5
73465,53312,2023-09-10 08:30:00,0,0
73583,65096,2023-02-21 06:00:00,1,125
73618,66,2024-05-12 06:30:00,0,1
73651,105,2023-08-01 06:00:00,0,0
73657,13957,2023-09-13 05:30:00,1,230
73851,7761,2025-02-26 19:00:00,0,0
73872,534,2024-03-16 06:30:00,1,133
73943,1411,2023-11-13 19:00:00,1,203
74143,3,2025-03-08 10:00:00,0,0
74343,225,2024-02-03 07:30:00,0,21
74362,7844,2023-04-16 08:00:00,0,0
74426,1889,2024-01-03 12:15:00,0,28
74445,308,2024-02-15 19:30:00,0,0
74642,225,2023-04-09 08:00:00,0,0
74651,35,2024-05-21 06:00:00,1,168
74865,66,2023-10-03 06:00:00,1,522
74870,36134,2023-05-21 19:00:00,1,468
75003,29536,2023-03-08 19:00:00,1,640
75179,105,2023-02-15 18:50:00,0,0
75355,226,2024-02-22 07:55:00,0,21
75508,225,2023-06-22 07:00:00,0,0
75764,1411,2023-07-03 19:00:00,1,445
75765,1411,2023-05-10 05:30:00,0,0
75769,45514,2023-02-13 09:00:00,0,42
75785,534,2023-07-11 19:30:00,0,0
75786,534,2023-07-11 19:30:00,0,0
75806,53312,2023-04-02 09:00:00,0,0
75825,534,2023-08-11 19:00:00,0,0
75932,534,2023-09-08 19:00:00,0,0
75941,2733,2024-11-07 05:45:00,1,121
75967,48402,2024-03-04 12:15:00,1,154
76094,35,2024-12-08 09:50:00,0,0
76124,36134,2023-04-30 19:00:00,0,0
76261,534,2024-12-27 19:00:00,0,0
76301,6,2024-05-20 18:00:00,0,9
76709,6,2025-03-10 19:00:00,0,0
76730,58790,2024-02-25 18:00:00,0,49
76767,35,2023-04-11 06:00:00,0,0
76852,24304,2023-09-19 19:00:00,0,0
77035,48402,2024-06-24 12:15:00,0,3
77088,3,2024-04-14 08:00:00,0,0
77134,11414,2024-06-05 06:00:00,0,27
77493,1889,2024-06-26 12:15:00,0,0
77532,8751,2023-11-03 19:00:00,0,0
77846,42853,2024-11-02 17:00:00,0,0
78081,37571,2023-07-03 19:00:00,1,287
78082,36134,2023-03-26 19:00:00,0,0
78122,14653,2024-12-23 19:00:00,0,0
78210,40656,2024-06-15 18:00:00,0,7
78228,286,2023-05-27 06:00:00,1,485
78232,102842,2024-09-12 07:25:00,0,0
78290,43965,2024-09-10 18:30:00,0,8
78351,2160,2023-04-16 07:30:00,0,0
78419,3,2023-09-10 08:00:00,0,12
78420,42853,2024-08-27 18:30:00,0,28
78597,1749,2024-09-05 06:00:00,0,0
78611,36134,2023-03-26 19:00:00,1,160
78731,3,2024-04-14 01:01:00,0,0
78791,534,2023-02-17 19:00:00,0,0
78867,1359,2023-01-24 09:00:00,0,0
78987,534,2025-03-08 06:30:00,0,0
79192,8751,2024-08-16 19:00:00,0,0
79248,53312,2023-04-14 08:00:00,0,0
79393,105,2023-07-08 07:00:00,0,1
79598,36134,2023-02-19 19:00:00,1,734
79700,3,2024-04-14 01:01:00,0,4
79997,7761,2024-11-13 19:00:00,0,28
80130,286,2023-02-18 06:00:00,0,7
80250,53312,2023-10-22 08:30:00,0,0
80492,82987,2023-03-07 12:15:00,0,7
80786,534,2023-02-28 19:30:00,0,0
80831,42853,2024-10-26 08:00:00,0,0
81194,54359,2023-06-13 06:00:00,1,105
81294,67223,2023-02-26 06:30:00,1,675
81321,35,2023-04-09 01:01:00,0,2
81342,73541,2023-10-23 06:30:00,0,0
81774,35,2023-03-09 05:30:00,0,34
81851,21198,2023-08-06 07:30:00,0,20
81888,3,2023-09-13 19:30:00,0,1
82492,71526,2023-08-08 19:30:00,0,7
82816,42561,2024-03-20 19:30:00,0,7
82959,27349,2023-10-28 07:30:00,0,28
83125,27349,2023-11-25 07:30:00,1,251
83147,534,2023-11-27 19:00:00,0,0
83158,66,2023-12-04 19:00:00,0,0
83213,18896,2023-04-25 06:00:00,0,0
83239,27349,2023-09-21 05:30:00,0,7
83308,36134,2023-04-30 19:00:00,0,49
83372,24304,2023-04-25 20:00:00,0,0
83401,71526,2023-07-15 06:00:00,0,0
83995,1468,2023-04-25 08:00:00,0,0
84084,53312,2023-03-11 09:00:00,0,0
84284,42853,2024-10-26 08:00:00,0,0
84319,36134,2023-02-19 19:00:00,0,28
84322,225,2023-02-05 07:30:00,0,63
84742,88018,2023-08-31 19:15:00,0,1
85437,65096,2023-06-01 19:15:00,0,0
85532,595,2023-04-06 19:00:00,0,7
85549,73240,2024-11-09 06:00:00,0,29
85829,53312,2024-10-13 08:00:00,0,0
85890,1411,2024-03-19 06:00:00,0,28
86428,53312,2024-08-04 07:00:00,0,7
86458,1359,2023-06-29 19:15:00,0,0
86742,83054,2025-01-26 14:00:00,0,1
86810,35,2023-04-09 01:01:00,0,0
86873,21198,2023-08-12 07:30:00,0,53
86936,1359,2023-06-08 19:15:00,0,67
87080,1889,2025-01-01 08:00:00,0,0
87257,53312,2024-07-28 07:00:00,0,0
87448,534,2023-07-15 06:30:00,0,42
87496,534,2024-08-02 19:00:00,0,14
87507,595,2024-09-26 00:01:00,1,129
87516,1749,2023-04-27 06:00:00,0,0
87540,1359,2023-06-26 19:00:00,0,42
87550,23353,2023-04-29 08:00:00,1,672
87621,13957,2024-06-21 05:30:00,0,0
87702,38968,2023-07-24 19:15:00,0,39
87793,57050,2023-05-24 05:50:00,1,337
87827,36134,2023-04-02 19:00:00,1,705
87940,595,2023-04-27 19:00:00,0,0
88066,57050,2024-06-05 05:50:00,0,8
88075,9755,2023-07-08 06:50:00,0,0
88239,88018,2023-07-20 19:15:00,0,59
88350,23353,2023-05-06 08:00:00,0,0
88585,7761,2024-04-15 19:00:00,1,91
88617,105,2023-09-21 05:30:00,1,302
88904,44000,2023-10-11 19:30:00,0,14
88972,534,2024-01-02 19:30:00,0,7
89018,6,2023-05-17 06:00:00,0,0
89078,38968,2023-07-31 19:15:00,0,0
89500,40656,2023-11-18 10:30:00,0,0
89814,35,2023-04-09 01:01:00,0,70
89905,225,2023-02-05 07:30:00,1,720
89946,35,2023-07-25 06:00:00,0,0
89959,53312,2024-07-14 07:00:00,0,0
90012,53312,2023-05-28 09:00:00,0,0
90074,58790,2023-08-27 18:00:00,0,0
90247,92832,2023-11-30 06:00:00,0,0
90306,53312,2023-09-10 08:30:00,0,0
90307,53312,2023-06-17 08:30:00,1,125
90316,35,2023-04-25 06:00:00,1,686
90494,83054,2024-02-12 12:15:00,0,0
90515,60946,2023-07-30 12:15:00,0,31
90526,7761,2023-07-31 19:00:00,0,14
90769,36451,2023-06-22 19:30:00,0,0
90804,534,2023-10-27 19:00:00,1,126
90812,1411,2023-05-22 19:00:00,0,42
90817,42853,2024-10-26 08:00:00,0,0
90867,1359,2023-12-12 06:00:00,0,5
90877,3,2025-03-08 10:00:00,0,0
91024,430,2024-03-30 07:00:00,0,56
91038,584,2023-03-20 06:00:00,0,84
91065,2160,2024-03-02 07:30:00,1,286
91076,53312,2023-06-03 08:30:00,0,0
91332,534,2023-06-17 06:30:00,0,0
91471,225,2025-01-28 06:30:00,0,0
91486,42853,2024-07-14 17:00:00,0,0
91500,34709,2023-11-23 19:00:00,1,287
91542,7761,2024-05-20 19:00:00,0,0
91672,35,2023-10-14 07:45:00,0,0
91802,48402,2023-03-14 12:15:00,0,0
91959,40656,2024-07-07 17:00:00,1,233
91961,534,2023-08-11 19:00:00,0,0
91983,42853,2024-02-14 20:00:00,0,0
92002,65096,2023-04-11 06:00:00,1,133
92039,993,2023-06-10 07:30:00,0,0
92089,53312,2023-07-09 08:30:00,0,0
92216,35,2024-04-16 06:00:00,0,0
92334,584,2023-02-14 06:00:00,0,53
92368,23353,2023-02-18 08:00:00,1,363
92381,7761,2024-03-11 19:00:00,0,0
92409,89235,2024-04-04 06:30:00,0,0
92519,225,2023-02-05 07:30:00,0,0
92565,1615,2023-09-19 19:30:00,0,0
92589,584,2023-07-31 06:00:00,0,35
92597,36134,2023-03-05 19:00:00,0,0
92605,329,2023-05-02 07:00:00,0,0
92711,98256,2023-04-05 06:00:00,0,0
92734,53312,2024-09-08 07:00:00,0,7
92735,48402,2023-07-09 12:15:00,0,0
92878,71526,2023-06-17 06:30:00,1,626
93055,40656,2025-03-09 17:00:00,0,0
93140,1889,2023-03-08 18:50:00,1,727
93250,308,2023-10-26 19:30:00,0,0
93263,8751,2023-01-06 19:00:00,0,80
93387,996,2023-04-12 12:05:00,1,407
93404,39741,2023-04-04 19:30:00,0,4
93690,225,2023-02-05 07:30:00,0,0
93756,28033,2023-03-07 19:00:00,1,112
93785,28033,2023-04-15 10:00:00,0,0
93829,53312,2024-10-20 08:00:00,0,0
93895,308,2023-04-13 19:30:00,1,96
94028,304,2023-05-25 06:10:00,0,0
94063,7761,2023-07-31 19:00:00,1,428
94171,584,2023-11-06 06:00:00,0,0
94184,308,2023-04-27 19:30:00,0,0
94269,1359,2023-03-30 19:15:00,0,0
94295,534,2024-09-27 19:00:00,0,0
94335,534,2023-04-07 19:00:00,1,567
94336,53312,2023-03-11 09:00:00,0,90
94400,1359,2023-09-11 19:00:00,0,42
94490,42561,2024-05-29 19:30:00,0,70
94590,35,2024-10-08 06:00:00,0,0
94637,35,2024-12-08 09:50:00,0,0
94646,35,2025-01-25 08:00:00,0,0
94660,6090,2023-05-06 06:00:00,0,0
94662,6,2023-02-01 07:00:00,0,0
94714,994,2023-04-23 07:30:00,0,28
94789,35,2024-12-08 09:50:00,0,0
94883,28394,2023-03-03 06:00:00,0,0
94963,534,2023-07-07 19:00:00,0,0
95006,66,2023-04-07 06:00:00,0,4
95083,2160,2023-03-12 07:30:00,0,0
95097,58790,2024-06-23 17:00:00,0,0
95122,83054,2023-09-11 12:15:00,0,0
95171,53312,2023-08-20 08:30:00,0,0
95178,71023,2023-01-13 19:00:00,0,78
95194,53312,2023-08-06 08:30:00,0,0
95266,35,2024-12-08 09:50:00,0,0
95330,54359,2024-02-08 06:00:00,0,0
95472,1305,2024-12-11 12:50:00,0,0
95477,53312,2024-09-08 07:00:00,0,7
95547,54445,2023-06-11 09:00:00,1,520
95584,71526,2023-05-16 19:30:00,0,7
95613,65096,2023-01-31 06:00:00,0,0
95621,239,2023-07-29 06:55:00,0,45
95895,584,2023-07-24 06:00:00,0,68
95905,53312,2023-04-02 09:00:00,1,517
95924,24304,2023-09-12 20:00:00,0,6
95929,35,2024-08-15 06:00:00,1,173
96194,225,2023-02-05 07:30:00,0,2
96254,37571,2023-02-13 19:00:00,0,49
96305,534,2023-07-11 19:30:00,0,0
96354,36134,2023-06-18 19:00:00,1,374
96412,58790,2023-09-10 18:00:00,0,0
96455,53312,2024-09-01 07:00:00,0,49
96560,1359,2023-01-12 19:15:00,0,0
96643,45514,2023-03-27 09:00:00,1,316
96644,45514,2023-03-06 09:00:00,1,441
96645,225,2023-04-09 08:00:00,0,0
96663,996,2023-05-10 08:00:00,1,273
96700,53312,2023-04-23 09:00:00,0,0
96810,73240,2023-02-28 06:00:00,0,66
96832,1654,2024-12-07 07:00:00,1,91
96850,2160,2023-02-19 07:30:00,1,391
96856,225,2023-02-07 19:30:00,1,422
96884,996,2023-05-17 08:00:00,1,306
96904,225,2023-06-01 19:30:00,1,483
96962,35,2023-04-09 01:01:00,0,0
96977,996,2023-05-10 08:00:00,0,42
97024,36134,2023-06-04 19:00:00,0,0
97078,57739,2024-04-02 06:00:00,0,0
97089,28394,2023-02-17 06:00:00,1,102
97117,8751,2023-03-31 19:00:00,0,0
97255,83054,2023-01-09 12:15:00,0,1
97350,50346,2023-04-12 19:30:00,1,693
97378,53312,2023-09-24 08:30:00,1,377
97422,71526,2023-05-23 19:30:00,0,84
97452,225,2023-02-05 07:30:00,0,0
97571,32750,2024-05-08 19:30:00,1,91
97612,9755,2023-01-14 07:00:00,0,0
